RainGage	2015	7	26	9	0	0.254
RainGage	2015	7	26	15	45	0.254
RainGage	2015	8	14	22	15	0.254
RainGage	2015	8	14	23	15	0.254
RainGage	2015	8	14	23	45	0.254
RainGage	2015	8	15	0	0	0.254
RainGage	2015	8	15	0	15	0.254
RainGage	2015	8	15	0	30	0.254
RainGage	2015	8	15	0	45	0.254
RainGage	2015	8	15	6	15	0.254
RainGage	2015	8	20	0	0	1.016
RainGage	2015	8	28	12	45	0.254
RainGage	2015	8	28	21	15	0.254
RainGage	2015	8	29	9	45	0.254
RainGage	2015	8	29	12	0	0.254
RainGage	2015	8	29	13	15	1.27
RainGage	2015	8	29	13	30	1.27
RainGage	2015	8	29	13	45	1.27
RainGage	2015	8	29	14	0	1.27
RainGage	2015	8	29	14	15	1.016
RainGage	2015	8	29	14	30	0.762
RainGage	2015	8	29	14	45	0.254
RainGage	2015	8	29	18	45	0.254
RainGage	2015	8	29	19	30	0.254
RainGage	2015	8	30	3	15	0.508
RainGage	2015	8	30	3	30	1.016
RainGage	2015	8	30	3	45	4.064
RainGage	2015	8	30	4	0	1.27
RainGage	2015	8	30	4	15	1.27
RainGage	2015	8	30	4	30	1.524
RainGage	2015	8	30	4	45	0.762
RainGage	2015	8	30	5	0	1.016
RainGage	2015	8	30	5	15	0.508
RainGage	2015	8	30	5	30	1.524
RainGage	2015	8	30	6	30	0.254
RainGage	2015	8	30	7	0	1.27
RainGage	2015	8	30	7	15	0.254
RainGage	2015	8	30	11	30	0.254
RainGage	2015	8	30	12	0	0.254
RainGage	2015	8	30	12	30	0.254
RainGage	2015	8	31	18	30	0.254
RainGage	2015	8	31	18	45	0.254
RainGage	2015	8	31	19	30	0.254
RainGage	2015	8	31	19	45	0.254
RainGage	2015	8	31	20	0	0.254
RainGage	2015	8	31	20	15	0.508
RainGage	2015	8	31	20	30	0.762
RainGage	2015	8	31	20	45	0.254
RainGage	2015	8	31	21	0	0.508
RainGage	2015	8	31	21	30	0.254
RainGage	2015	8	31	21	45	0.254
RainGage	2015	8	31	22	0	0.254
RainGage	2015	8	31	23	0	0.254
RainGage	2015	9	1	13	45	0.254
RainGage	2015	9	1	14	0	0.254
RainGage	2015	9	1	14	15	0.508
RainGage	2015	9	1	14	30	0.508
RainGage	2015	9	1	14	45	0.254
RainGage	2015	9	1	16	15	0.508
RainGage	2015	9	2	8	0	1.016
RainGage	2015	9	2	9	30	0.254
RainGage	2015	9	2	9	45	1.778
RainGage	2015	9	2	10	0	1.778
RainGage	2015	9	2	10	15	0.762
RainGage	2015	9	2	10	30	1.27
RainGage	2015	9	2	10	45	1.778
RainGage	2015	9	2	11	0	2.794
RainGage	2015	9	2	11	15	1.778
RainGage	2015	9	2	11	30	0.508
RainGage	2015	9	2	12	0	0.508
RainGage	2015	9	2	12	15	1.016
RainGage	2015	9	2	12	30	0.254
RainGage	2015	9	2	13	30	0.254
RainGage	2015	9	2	14	0	0.254
RainGage	2015	9	3	11	30	0.254
RainGage	2015	9	4	0	45	0.254
RainGage	2015	9	4	1	0	0.254
RainGage	2015	9	4	2	0	0.254
RainGage	2015	9	4	10	0	0.254
RainGage	2015	9	6	9	15	1.524
RainGage	2015	9	6	9	30	0.254
RainGage	2015	9	6	10	0	1.016
RainGage	2015	9	6	10	15	1.016
RainGage	2015	9	6	10	30	1.27
RainGage	2015	9	6	10	45	1.016
RainGage	2015	9	6	11	0	0.508
RainGage	2015	9	6	11	15	1.524
RainGage	2015	9	6	11	30	1.016
RainGage	2015	9	6	11	45	0.762
RainGage	2015	9	6	12	0	0.508
RainGage	2015	9	6	12	15	0.254
RainGage	2015	9	6	12	30	1.524
RainGage	2015	9	6	12	45	1.016
RainGage	2015	9	6	13	0	0.508
RainGage	2015	9	6	13	15	1.27
RainGage	2015	9	6	13	30	0.254
RainGage	2015	9	6	16	0	0.254
RainGage	2015	9	15	4	30	0.508
RainGage	2015	9	15	4	45	0.508
RainGage	2015	9	15	5	0	0.254
RainGage	2015	9	17	6	30	0.254
RainGage	2015	9	17	6	45	0.762
RainGage	2015	9	17	7	0	0.254
RainGage	2015	9	17	7	15	0.254
RainGage	2015	9	17	9	30	0.254
RainGage	2015	9	17	9	45	0.508
RainGage	2015	9	17	10	0	0.508
RainGage	2015	9	17	11	15	0.254
RainGage	2015	9	17	12	30	0.254
RainGage	2015	9	17	12	45	0.508
RainGage	2015	9	17	14	45	0.254
RainGage	2015	9	17	20	0	0.254
RainGage	2015	9	17	20	45	0.254
RainGage	2015	9	17	21	0	1.778
RainGage	2015	9	17	21	15	0.762
RainGage	2015	9	17	21	30	0.762
RainGage	2015	9	17	21	45	0.254
RainGage	2015	9	17	22	30	0.254
RainGage	2015	9	18	4	0	0.254
RainGage	2015	9	18	5	0	0.508
RainGage	2015	9	19	4	0	0.254
RainGage	2015	9	21	2	0	0.762
RainGage	2015	9	21	2	15	2.032
RainGage	2015	9	21	2	30	1.524
RainGage	2015	9	21	2	45	0.762
RainGage	2015	9	21	3	0	0.762
RainGage	2015	9	21	3	15	0.508
RainGage	2015	9	21	3	30	0.508
RainGage	2015	9	21	4	0	0.254
RainGage	2015	9	21	4	30	0.254
RainGage	2015	9	21	5	0	0.254
RainGage	2015	9	21	5	30	0.254
RainGage	2015	10	3	3	45	0.254
RainGage	2015	10	3	4	15	0.508
RainGage	2015	10	3	4	30	0.254
RainGage	2015	10	7	10	45	0.254
RainGage	2015	10	7	11	15	0.254
RainGage	2015	10	7	11	45	0.254
RainGage	2015	10	7	12	0	0.254
RainGage	2015	10	7	12	30	0.254
RainGage	2015	10	7	13	0	0.254
RainGage	2015	10	7	13	45	0.254
RainGage	2015	10	7	14	15	0.254
RainGage	2015	10	7	15	0	0.254
RainGage	2015	10	7	15	15	0.254
RainGage	2015	10	7	15	30	0.508
RainGage	2015	10	7	15	45	0.254
RainGage	2015	10	7	16	0	0.254
RainGage	2015	10	7	16	15	0.254
RainGage	2015	10	7	16	30	0.254
RainGage	2015	10	7	16	45	0.254
RainGage	2015	10	7	17	0	0.508
RainGage	2015	10	7	17	15	0.254
